2025-07-11 16:52:36,264 - INFO - Job database initialized
2025-07-11 16:56:01,935 - INFO - Configuration loaded successfully
2025-07-11 16:56:01,937 - INFO - Job database initialized
2025-07-11 16:56:01,938 - INFO - Bot initialized successfully
2025-07-11 16:56:01,938 - INFO - Setting up browser...
2025-07-11 16:56:06,417 - INFO - WebDriver setup successful
2025-07-11 16:56:06,422 - INFO - Logging into Naukri...
2025-07-11 16:56:06,424 - INFO - Login attempt 1/3
2025-07-11 16:56:36,071 - INFO - Login successful!
2025-07-11 16:56:36,074 - INFO - Starting intelligent job search...
2025-07-11 16:56:36,082 - INFO - Scraping keyword 1/4: Data Engineer
2025-07-11 16:56:36,088 - INFO - Page 1/3: https://www.naukri.com/data-engineer-jobs-in-bengaluru-1
2025-07-11 16:56:46,450 - INFO - Found 20 job cards on page
2025-07-11 16:56:46,513 - INFO - Job 1: Data Engineer (Score: 0)
2025-07-11 16:56:46,556 - INFO - Job 2: Data Engineer (Score: 0)
2025-07-11 16:56:46,597 - INFO - Job 3: Python Data Engineer (Score: 0)
2025-07-11 16:56:46,642 - INFO - Job 4: Strong Middle Data Engineer (Score: 5)
2025-07-11 16:56:46,687 - INFO - Job 5: Data Engineer (Score: 0)
2025-07-11 16:56:46,729 - INFO - Job 6: Data Engineer – Databricks (Score: 0)
2025-07-11 16:56:46,769 - INFO - Job 7: Data Engineer (Score: 0)
2025-07-11 16:56:46,820 - INFO - Job 8: Data Engineer (Score: 0)
2025-07-11 16:56:46,860 - INFO - Job 9: Data Engineer (Score: 0)
2025-07-11 16:56:46,904 - INFO - Job 10: Data Engineer (Score: 0)
2025-07-11 16:56:46,954 - INFO - Job 11: Data Engineer - Databricks (Score: 0)
2025-07-11 16:56:46,998 - INFO - Job 12: Data Engineer (Score: 0)
2025-07-11 16:56:47,039 - INFO - Job 13: Data Engineer (Score: 10)
2025-07-11 16:56:47,082 - INFO - Job 14: Data Engineer (Score: 0)
2025-07-11 16:56:47,131 - INFO - Job 15: Data Engineer (Score: 0)
2025-07-11 16:56:47,170 - INFO - Job 16: Data Engineer - SSIS and Tableau (Score: 0)
2025-07-11 16:56:47,210 - INFO - Job 17: Data Engineer (ETL, Go, Databricks) (Score: 0)
2025-07-11 16:56:47,256 - INFO - Job 18: Data Engineer (Score: 0)
2025-07-11 16:56:47,303 - INFO - Job 19: Data Engineer (Score: 0)
2025-07-11 16:56:47,351 - INFO - Job 20: Data Engineer (Score: 0)
